0.02	0	0.2
0.02	0.00125	0.199611
0.02	0.0025	0.198462
0.02	0.00375	0.196604
0.02	0.005	0.194118
0.02	0.00625	0.191103
0.02	0.0075	0.187671
0.02	0.00875	0.183934
0.02	0.01	0.18
0.02	0.01125	0.175964
0.02	0.0125	0.17191
0.02	0.01375	0.167905
0.02	0.015	0.164
0.02	0.01625	0.160235
0.02	0.0175	0.156637
0.02	0.01875	0.153222
0.02	0.02	0.15
0.02125	0	0.200368
0.02125	0.00125	0.198158
0.02125	0.0025	0.195323
0.02125	0.00375	0.191909
0.02125	0.005	0.187977
0.02125	0.00625	0.183593
0.02125	0.0075	0.178815
0.02125	0.00875	0.173686
0.02125	0.01	0.168217
0.02125	0.01125	0.162365
0.02125	0.0125	0.156003
0.02125	0.01375	0.148842
0.02125	0.015	0.14027
0.02125	0.01625	0.128916
0.02125	0.0175	0.111404
0.02125	0.01875	0.0783277
0.02125	0.02	6.95272e-310
0.0225	0	0.201389
0.0225	0.00125	0.197332
0.0225	0.0025	0.192763
0.0225	0.00375	0.187733
0.0225	0.005	0.18229
0.0225	0.00625	0.176476
0.0225	0.0075	0.170311
0.0225	0.00875	0.16378
0.0225	0.01	0.156817
0.0225	0.01125	0.149278
0.0225	0.0125	0.140895
0.0225	0.01375	0.131192
0.0225	0.015	0.119321
0.0225	0.01625	0.103756
0.0225	0.0175	0.0817365
0.0225	0.01875	0.0486842
0.0225	0.02	4.20117e-317
0.02375	0	0.202961
0.02375	0.00125	0.197018
0.02375	0.0025	0.190666
0.02375	0.00375	0.183969
0.02375	0.005	0.176975
0.02375	0.00625	0.169712
0.02375	0.0075	0.162174
0.02375	0.00875	0.154307
0.02375	0.01	0.145994
0.02375	0.01125	0.137035
0.02375	0.0125	0.127108
0.02375	0.01375	0.115709
0.02375	0.015	0.10207
0.02375	0.01625	0.0850493
0.02375	0.0175	0.0631024
0.02375	0.01875	0.0346728
0.02375	0.02	0
0.025	0	0.205
0.025	0.00125	0.197112
0.025	0.0025	0.188917
0.025	0.00375	0.180502
0.025	0.005	0.17193
0.025	0.00625	0.163226
0.025	0.0075	0.154369
0.025	0.00875	0.145281
0.025	0.01	0.13582
0.025	0.01125	0.125764
0.025	0.0125	0.114795
0.025	0.01375	0.102469
0.025	0.015	0.0882007
0.025	0.01625	0.0712705
0.025	0.0175	0.0509518
0.025	0.01875	0.0269051
0.025	0.02	1.04742e-321
0.02625	0	0.20744
0.02625	0.00125	0.197514
0.02625	0.0025	0.187389
0.02625	0.00375	0.177194
0.02625	0.005	0.167018
0.02625	0.00625	0.156895
0.02625	0.0075	0.146796
0.02625	0.00875	0.136631
0.02625	0.01	0.126242
0.02625	0.01125	0.115409
0.02625	0.0125	0.10384
0.02625	0.01375	0.0911743
0.02625	0.015	0.0769954
0.02625	0.01625	0.0608816
0.02625	0.0175	0.0425304
0.02625	0.01875	0.0219963
0.02625	0.02	6.95275e-310
0.0275	0	0.210227
0.0275	0.00125	0.198115
0.0275	0.0025	0.185931
0.0275	0.00375	0.173869
0.0275	0.005	0.162057
0.0275	0.00625	0.150543
0.0275	0.0075	0.139294
0.0275	0.00875	0.128206
0.0275	0.01	0.117113
0.0275	0.01125	0.105793
0.0275	0.0125	0.0939852
0.0275	0.01375	0.0813952
0.0275	0.015	0.0677273
0.0275	0.01625	0.0527318
0.0275	0.0175	0.0362932
0.0275	0.01875	0.0185504
0.0275	0.02	4.2096e-317
0.02875	0	0.213315
0.02875	0.00125	0.198788
0.02875	0.0025	0.184352
0.02875	0.00375	0.170295
0.02875	0.005	0.1568
0.02875	0.00625	0.143928
0.02875	0.0075	0.131634
0.02875	0.00875	0.119792
0.02875	0.01	0.108213
0.02875	0.01125	0.0966701
0.02875	0.0125	0.0849152
0.02875	0.01375	0.0726971
0.02875	0.015	0.0597892
0.02875	0.01625	0.0460271
0.02875	0.0175	0.0313614
0.02875	0.01875	0.0159129
0.02875	0.02	3.17187e-317
0.03	0	0.216667
0.03	0.00125	0.199372
0.03	0.0025	0.182394
0.03	0.00375	0.166163
0.03	0.005	0.150923
0.03	0.00625	0.136737
0.03	0.0075	0.123526
0.03	0.00875	0.111117
0.03	0.01	0.0992799
0.03	0.01125	0.0877627
0.03	0.0125	0.0763118
0.03	0.01375	0.0646921
0.03	0.015	0.0527079
0.03	0.01625	0.0402281
0.03	0.0175	0.0272137
0.03	0.01875	0.0137406
0.03	0.02	2.14325e-312
0.03125	0	0.22025
0.03125	0.00125	0.199638
0.03125	0.0025	0.179692
0.03125	0.00375	0.161042
0.03125	0.005	0.143994
0.03125	0.00625	0.128574
0.03125	0.0075	0.114621
0.03125	0.00875	0.101874
0.03125	0.01	0.0900312
0.03125	0.01125	0.0787929
0.03125	0.0125	0.0678808
0.03125	0.01375	0.0570547
0.03125	0.015	0.046125
0.03125	0.01625	0.0349657
0.03125	0.0175	0.0235262
0.03125	0.01875	0.0118367
0.03125	0.02	0
0.0325	0	0.224038
0.0325	0.00125	0.19924
0.0325	0.0025	0.175695
0.0325	0.00375	0.154321
0.0325	0.005	0.13544
0.0325	0.00625	0.118947
0.0325	0.0075	0.104514
0.0325	0.00875	0.091729
0.0325	0.01	0.0801819
0.0325	0.01125	0.0695006
0.0325	0.0125	0.0593673
0.0325	0.01375	0.0495239
0.0325	0.015	0.0397742
0.0325	0.01625	0.0299857
0.0325	0.0175	0.0200902
0.0325	0.01875	0.0100807
0.0325	0.02	3.17205e-317
0.03375	0	0.228009
0.03375	0.00125	0.19759
0.03375	0.0025	0.169529
0.03375	0.00375	0.14511
0.03375	0.005	0.1245
0.03375	0.00625	0.107264
0.03375	0.0075	0.0927614
0.03375	0.00875	0.0803501
0.03375	0.01	0.0694705
0.03375	0.01125	0.0596638
0.03375	0.0125	0.0505672
